Name,F_H_Bluesky,
1,

F_Label,True,0,Verse|,
F_JudgeLine,True,-3,False|1|1|4|4|2|90|8#0,
F_General,True,0,P_Quantization(0&0.6666667&16&1%P_AccelerateHold(True&20&InQuad&1%P_Direction(True&90#False|0%Hold%-3%8%90%20#0%Hold%3%8%90%20|False|1,
F_General,True,0,P_Direction(True&90#False|0%Slide%-3%8%90%20#0%Slide%3%8%90%20|False|2,
F_ItemMove,True,0,"False|–Ôƒ‰ƒCƒ“|Line|1|False|False|1|True|8#4|False|0|0#0|0%True%0&0%-18""0~1~Default%90%70~1~Default%1.2%0~1~Default#0%True%0&0%-15""0~1.142857~Default%90%110~1.142857~Default%1%0~1.142857~Default#0%True%0&0%-12""0~1.333333~Default%90%70~1.333333~Default%0.8%0~1.333333~Default#0%True%0&0%-9""0~1.6~Default%90%110~1.6~Default%0.6%0~1.6~Default#0%True%0&0%-6""0~2~Default%90%70~2~Default%0.4%0~2~Default#0%True%0&0%-3""0~2.666667~Default%90%110~2.666667~Default%0.2%0~2.666667~Default|",
F_ItemBlink,True,-4,Hold|2|16|32|False|1243|1#10|1#2|True,
F_JudgeLine,True,6,False|0.3|4|4|66|4|0|0#0,
F_General,True,8,P_Curve(False&0&50&OutQuad#False|0%Slide%-5%4%-50%0#4%Slide%-7%4%-50%0#8%Slide%-3%4%-50%0#4%Slide%-4%4%-50%0#2.666667%Slide%-7%4%-50%0#2.666667%Slide%-6%4%-50%0#4%Slide%-4%4%-50%0#8%Slide%-6%4%-50%0#16%Slide%-4%4%-50%0#16%Slide%-2%4%-50%0#8%Slide%6%4%0%0#4%Slide%4%4%0%0#8%Slide%7%4%0%0#4%Slide%6%4%0%0#2.666667%Slide%7%4%0%0#2.666667%Slide%3%4%0%0#4%Slide%4%4%0%0#4%Slide%5%4%0%0|False|0.8,
F_General,True,24,P_AccelerateHold(True&1.1&InQuad&1#False|0%Hold%-3%4%0%0#4%Hold%6%4%0%0#8%Hold%-1%4%0%0#4%Hold%3%4%0%0#4%Hold%-6%4%0%0#8%Hold%7%4%0%0#4%Hold%-4%8%0%0#8%Hold%2%4%0%0#8%Hold%-6%2%0%0#4%Slide%-6%2%0%0|False|1,
F_Circle,True,8,False|4#2|0%0&0%0&5&OutQuad&1%0.5&0&InQuad&1%0.15&0&InQuad&1#0%0&0%1&5.5&OutQuad&1%0.3&0&InQuad&1%0.1&0&InQuad&1#0%0&0%3&6&OutQuad&2%0.1&0&InQuad&2%0.08&0&InQuad&2#0%0&0%0&9&Linear&2%0.1&0&InQuad&2%0.5&0&InQuad&2,
F_Circle,True,16,False|-6#7|0%0&0%0&5&OutQuad&1%0.4&0&InQuad&1%0.2&0.1&InQuad&1#0%0&0%3&6&OutQuad&2%0.1&0&InQuad&2%0.08&0&InQuad&2#0%0&0%0&9&Linear&2%0.1&0&InQuad&2%0.5&0&InQuad&2,
F_Circle,True,24,False|0#7|0%0&0%0&5&OutQuad&1%0.3&0&InQuad&1%0.15&0&InQuad&1#0%0&0%1&5.5&OutQuad&1%0.15&0&InQuad&1%0.1&0&InQuad&1#0%0&0%3&6&OutQuad&2%0.05&0&InQuad&2%0.08&0&InQuad&2#0%0&0%0&9&Linear&2%0.05&0&InQuad&2%0.5&0&InQuad&2,
F_Label,True,32,BuildUp|1,
F_CameraShake,True,32,False|4|2|Rotate|-2|4|OutQuad|100|True,
F_CameraShake,True,40,False|4|2|Rotate|2|4|OutQuad|100|True,
F_CameraShake,True,48,False|4|4|Rotate|-2|4|OutQuad|100|True,
F_CameraShake,True,52,False|4|4|Rotate|2|4|OutQuad|100|True,
F_CameraShake,True,56,False|4|4|Vertical|0.3|4|OutQuad|100|True,
F_LoopDelay,True,32,"0|4|2|F_ItemMove(False#‰¡‚©‚çƒ‰ƒCƒ“#Line#1#False#False#4#True#0%4#False#0#0%0#0&True&-15~0&15>0""4""Default&90&&0.2&#",
F_LoopDelay,True,40,"0|4|2|F_ItemMove(True##Line#1#False#False#4#True#0%4#False#0#0%0#0&True&-15~0&15>0""4""Default&90&&0.2&#",
F_LoopDelay,True,48,"0|4|4|F_ItemMove(False##Line#1#False#False#4#True#0%4#False#0#0%0#0&True&-15~0&15>0""4""Default&90&&0.2&#",
F_LoopDelay,True,52,"0|4|4|F_ItemMove(True##Line#1#False#False#4#True#0%4#False#0#0%0#0&True&-15~0&15>0""4""Default&90&&0.2&#",
F_LoopDelay,True,56,"0|4|4|F_ItemMove(False##Line#1#False#False#4#True#0%4#False#0#0%0#0&True&-15~0&15>0""4""Default&90&&0.2&%8&True&15~0&-15>0""4""Default&90&&0.2&#",
F_LoopDelay,True,60,"0|7|8|F_ItemMove(False#‰¡‚©‚çƒ‰ƒCƒ“#Line#1#False#False#4#True#0%4#False#0#0%0#0&True&-15~0&15>0""4""Default&90&&0.1&%16&True&15~0&-15>0""4""Default&90&&0.1&#",
F_Arc,True,32,False|1||0|6%0%Linear%False%False%0%4.571428%0&0&0#6%4.571428%Linear%False%False%0%16%0&0&0#6.5%32%Linear%True%False%0%4%0&0&0#6%32%Linear%False%False%0%4%0&0&0#6%4%Linear%False%False%0%5.333333%0&0&0#6%5.333333%Linear%False%False%0%16%0&0&0#5%32%Linear%True%False%0%16%0&0&0#6%32%Linear%False%False%0%4%0&0&0#6%4%Linear%False%False%0%5.333333%0&0&0#6%5.333333%Linear%False%False%0%16%0&0&0#7.5%32%Linear%True%False%0%4%0&0&0#6%32%Linear%False%False%0%4%0&0&0#6%4%Linear%False%False%0%5.333333%0&0&0#6%5.333333%Linear%False%False%0%16%0&0&0#4.2%32%Linear%True%False%0%4%0&0&0#6%32%Linear%False%False%0%8%0&0&0#6%8%Linear%False%False%0%4%0&0&0,
F_Arc,True,40,True|1||0|6%0%Linear%False%False%0%4.571428%0&0&0#6%4.571428%Linear%False%False%0%16%0&0&0#4%32%Linear%True%False%0%4%0&0&0#6%32%Linear%False%False%0%4%0&0&0#6%4%Linear%False%False%0%5.333333%0&0&0#6%5.333333%Linear%False%False%0%16%0&0&0#8.25%32%Linear%True%False%0%16%0&0&0#6%32%Linear%False%False%0%4%0&0&0#6%4%Linear%False%False%0%5.333333%0&0&0#6%5.333333%Linear%False%False%0%16%0&0&0#3.5%32%Linear%True%False%0%4%0&0&0#6%32%Linear%False%False%0%4%0&0&0#6%4%Linear%False%False%0%5.333333%0&0&0#6%5.333333%Linear%False%False%0%16%0&0&0#8.75%32%Linear%True%False%0%4%0&0&0#6%32%Linear%False%False%0%4.571429%0&0&0#6%4.571429%Linear%False%False%0%4%0&0&0,
F_ItemMove,True,40,"False|—V‚ÑƒGƒtƒFƒNƒgƒm[ƒc|SlideNote|1|False|False|2.285714|True|-10#4|False|0|0#0|0%True%0&4%0""3~16~Start&0""2~16~Start&0""1~16~Start&0""0~32~Start&0""-1~32~Start%0%%1%0~16~Start&1~16~Start&0~16~Start&1~32~Start&0~32~Start#0%True%20&-4%20""-3~16~Start&20""-2~16~Start&20""-1~16~Start&20""0~32~Start&20""1~32~Start%0%%1%0~16~Start&1~16~Start&0~16~Start&1~32~Start&0~32~Start|",
F_ItemMove,True,42,False|—V‚ÑƒGƒtƒFƒNƒgƒ‰ƒCƒ“|Line|1|False|False|4|True|0#4|False|0|0#0|8%True%0&0%%55%%0.2%#8%True%0&0%%65%%0.2%#8%True%-1&0%%45%%0.2%#8%True%-1&0%%90%%0.2%0~16~Default#8%True%-1&0%%90%%0.2%0~16~Default#5.333333%True%-1&0%%90%%0.2%0~16~Default#8%True%-1&0%%90%%0.2%0~16~Default#8%True%-1&0%%90%%0.2%0~16~Default|,
