Name,F_H_Lampranthus,
1,

F_JudgeLine,True,12,False|1|4|1|32|4|0|0#0,
F_General,True,14,#False|8%Slide%0%4%0%0#16%Slide%0%4%0%0#16%Slide%0%4%0%0#16%Slide%0%4%0%0#16%Slide%0%4%0%0#16%Slide%0%4%0%0|False|1,
F_General,True,16,#False|0%Normal%-2%4%0%0#0%Normal%2%4%0%0#8%Normal%6%4%0%0#8%Hold%2%32%0%0#0%Normal%-6%4%0%0#8%Normal%-3%4%0%0#8%Hold%-8%32%0%0#0%Normal%0%32%0%0#8%Normal%3%4%0%0#16%Normal%-3%4%0%0#16%Normal%6%4%0%0#8%Normal%-6%4%0%0#0%_None%0%4%0%0#8%Normal%0%4%0%0#0%Normal%6%4%0%0#8%Normal%-2%4%0%0#16%Normal%3%4%0%0#16%Normal%-5%4%0%0#8%Normal%6%4%0%0#8%Hold%-6%2%0%0|False|1,
F_General,True,23,#False|8%Normal%3%4%0%0#8%Normal%0%4%0%0#5.333333%Normal%-6%4%0%0#5.333333%Normal%-3%4%0%0#8%Normal%0%4%0%0#5.333333%Normal%3%4%0%0#5.333333%Normal%6%4%0%0#8%Normal%-3%4%0%0#0%Normal%3%4%0%0#5.333333%Normal%-5%4%0%0#0%Normal%5%4%0%0#5.333333%Normal%-7%4%0%0#0%Normal%7%4%0%0|False|1,
F_LoopDelay,True,24,0|1|4|F_ContinuousNotes(False#7#1#Slide#16#0%7#OutQuad#4##0,
F_LoopDelay,True,26,0|1|4|F_ContinuousNotes(True#7#1#Slide#16#0%7#OutQuad#4##0,
F_Arc,True,30,False|1||7%0%Linear%False%False%0%8%0&0&0#0%8%Linear%False%False%0%8%0&0&0#-7%8%Linear%False%False%0%8%0&0&0,
F_Arc,True,30,True|1||7%0%Linear%False%False%0%8%0&0&0#0%8%Linear%False%False%0%8%0&0&0#-7%8%Linear%False%False%0%8%0&0&0,
F_Label,True,32,イントロ - Aメロ,
F_General,True,32,P_Curve(False&0&40%P_Curve+F_JumpDrop(20&20#False|0%Normal%5%8%0%0#8%Normal%5%8%0%1#8%Normal%5%8%0%-1#8%_None%4%8%-1%-1#8%Normal%-4%8%0%1#8%Normal%-4%8%0%-1#8%Normal%-4%8%0%1#8%_None%-4%8%-1%-1#8%Normal%1%8%0%-1#8%Normal%1.5%8%0%1#8%Normal%2%8%0%-1#8%_None%2.5%8%-1%-1#8%Normal%-2%8%0%1#8%Normal%-2.5%8%0%-1#8%Normal%-3%8%0%1#8%_None%-3.5%8%-1%-1#8%Hold%-4%16%0%1#0%Hold%4%16%0%-1|False|1,
