Name,F_H_Dreamadv,
1,

F_Label,True,0,Verse|,
F_ItemMove,True,0,"False|ほうき線|Line|1|False|False|0.5|True|6#10|False|0|0#0|0%True%4&0%%70%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%3&0%%60%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%2&0%%50%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%1&0%%40%%0.1%0.3~1~Default&0~2~None&0~2~Default|>>>>>>>>>>>>>>>>>>>""20""20""&1&1&%4#True",
F_ItemMove,True,8,True|ほうき線|Line|1|False|False|0.5|True|6#10|False|0|0#0|0%True%4&0%%70%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%3&0%%60%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%2&0%%50%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%1&0%%40%%0.1%0.3~1~Default&0~2~None&0~2~Default|,
F_ItemMove,True,16,"False|ほうき線|Line|1|False|False|0.5|True|0#14|False|0|0#0|0%True%0&0%%60%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%0&0%%80%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%0&0%%100%%0.1%0.3~1~Default&0~2~None&0~2~Default#32%True%0&0%%120%%0.1%0.3~1~Default&0~2~None&0~2~Default|>>>>>>>>>>>>>>>>>>>""20""20""&1&1&%5#True",
F_ItemMove,True,24,"False|ほうき線|Line|1|False|False|1|True|0#-14|False|0|0#0|0%True%0&0%%60%0~2~None&90~2~InCubic%0.1%0.3~1~Default&0~2~None&0~2~Default#0%True%0&0%%80%0~2~None&90~2~InCubic%0%0~32~None&0.1~0~Default&0.3~1~Default&0~2~None&0~2~Default#0%True%0&0%%100%0~2~None&90~2~InCubic%0%0~16~Default&0.1~0~Default&0.3~1~Default&0~2~None&0~2~Default#0%True%0&0%%120%0~2~None&90~2~InCubic%0%0~10.66667~None&0.1~0~Default&0.3~1~Default&0~2~None&0~2~Default|>>>>>>>>>>>>>>>>>>>""20""20""&1&1&%12#True",
F_ItemMove,True,28,"False|右ライン+斜めライン|Line|1|False|False|1|True|0#4|False|0|0#0|0%True%0&0%2""0~1~Default%90%%0.3%0~2~None&0~2~Default#0%True%3&0%10""0~1~Default%90%%0.7%0~2~None&0~2~Default#0%True%3&0%7""0~1~Default%90%%0.5%0~2~None&0~2~Default#0%True%5&0%14""0~1~Default%90%%0.5%0~2~None&0~2~Default#0%True%0&0%3""0~1~Default%90%%0.2%0~2~None&0~2~Default#0%True%0&0%8""0~1~Default%90%%0.1%0~2~None&0~2~Default#0%True%-10&10%7""-7~1~OutCubic%35%%0.1%0~2~Default#0%True%-10&10%5""-5~1~OutCubic%35%%0.1%0~2~Default|>>>>>>>>>>>>>>>>>>>""20""20""&1&1&%18#True",
F_ItemMove,True,28,"True|左ライン|Line|1|False|False|1|True|0#4|False|0|0#0|0%True%0&0%2""0~1~Default%90%%0.3%0~2~None&0~2~Default#0%True%3&0%10""0~1~Default%90%%0.7%0~2~None&0~2~Default#0%True%3&0%7""0~1~Default%90%%0.5%0~2~None&0~2~Default#0%True%5&0%14""0~1~Default%90%%0.5%0~2~None&0~2~Default#0%True%0&0%3""0~1~Default%90%%0.2%0~2~None&0~2~Default#0%True%0&0%8""0~1~Default%90%%0.1%0~2~None&0~2~Default|",
F_Arc,True,0,False|1||-5%0%Linear%False%False%0%8%0&0&0#0%8%Linear%False%False%0%4%0&0&0#-1%4%Linear%False%False%0%4%0&0&0#-2%4%Linear%False%False%0%4%0&0&0#-3%4%Linear%False%False%0%4%0&0&0#-4%4%Linear%False%False%0%4%0&0&0#-5%4%Linear%False%False%0%2.666667%0&0&0#-6%4%Linear%True%False%0%2.666667%0&0&0#-6.5%8%Linear%True%False%0%4%0&0&0,
F_General,True,0,#True|0%Slide%3%4%0%0#32%Slide%4%4%0%0#32%Slide%5%4%0%0#32%Slide%6%4%0%0|False|1,
F_Arc,True,8,True|1||-5%0%Linear%False%False%0%8%0&0&0#0%8%Linear%False%False%0%4%0&0&0#-1%4%Linear%False%False%0%4%0&0&0#-2%4%Linear%False%False%0%4%0&0&0#-3%4%Linear%False%False%0%4%0&0&0#-4%4%Linear%False%False%0%4%0&0&0#-5%4%Linear%False%False%0%2.666667%0&0&0#-6%4%Linear%True%False%0%2.666667%0&0&0#-6.5%8%Linear%True%False%0%4%0&0&0,
F_General,True,8,#True|0%Slide%3%4%0%0#32%Slide%4%4%0%0#32%Slide%5%4%0%0#32%Slide%6%4%0%0|True|1,
