Name,F_N_OsmanthusMarch,
282,

F_Line,True,0,,,
F_Line,True,2,,,
F_Line,True,2,,,
F_Line,True,2,,,
F_LineDrop,True,4,False|270|False|1|3,,
F_CameraMove,True,4,False|True|0%False%0&0&0%True%0&0&1%True%OutQuad%0.4%Absolute,,
F_CameraMove,True,6,False|True|0%False%0&0&0%True%0&0&-2%True%OutQuad%0.4%Relative#2%False%0&0&0%True%0&0&2%True%OutQuad%0.4%Relative,,
F_General,True,4,False|1|Null(|0%Slide%-4%2#4%Slide%-4%2#4%Slide%4%2#4%Slide%4%2#4%Hold%-4%2#8%_None%4%2#4%Normal%2%2#8%Slide%4%2,,
F_Curve,False,8,False|1|Null(|40|8%Slide%0%False%0#16%Slide%0%False%0#8%_None%0%False%0#16%Slide%0%False%0#16%Slide%0%False%0#8%_None%0%False%0#16%Slide%0%False%0#16%Slide%0%False%0#16%Slide%0%False%0#8%Slide%0%False%0#8%Slide%0%False%0,,
F_General,True,12,False|1|Null(|0%Normal%5%4#4%Normal%-5%4#4%Normal%3%4#4%Normal%-3%4#4%Normal%5%5.333333#8%Slide%3.5%5.333333#8%Slide%2%5.333333#8%Slide%0.5%5.333333#8%Slide%-1%5.333333,,
F_General,True,20,False|1|Null(|0%Normal%3%0#4%Normal%2%0#4%Normal%3%0#4%Normal%-3%0#4%Normal%-2%0#4%Normal%-3%0#4%Slide%5%0#8%Slide%0%0#8%Slide%2.5%0#8%Slide%-2.5%0#8%Slide%-5%0,,
F_General,True,28,False|1|Null(|0%_None%0%0#4%Slide%5%0#4%Slide%0%0#4%Slide%-5%0#4%Hold%-5%4#0%Hold%5%4#4%_None%-5%0#8%Normal%-5%0#0%Normal%5%0#8%Normal%-5%0#0%Normal%5%0,,
F_CameraMove,True,34,False|True|0%False%0&0&0%True%0&0&0%True%OutQuad%1%Absolute,,
F_Label,True,0,1番,,
F_CameraMove,True,36,False|True|0%True%0&0.2&0%False%0&0&3%True%OutQuad%0.4%Relative#2%True%0&-0.2&0%False%0&0&3%True%OutQuad%0.4%Relative,,
F_Line,True,36,,,
F_Line,True,36,,,
F_LineDrop,True,36,False|270|False|1|3,,
F_General,True,36,False|1|Null(|0%Hold%5%1#2%Normal%-4%0#2%Hold%-5%1#2%Normal%4%2,,
F_General,True,44,False|1|Null(|0%Hold%5%0.5#4%Normal%-2%0#4%Normal%-4%0#4%Slide%-4%0#8%Slide%-4%0#4%Normal%-2%0#4%Normal%-2%0,,
F_General,True,52,False|1|Null(|0%Hold%-5%0.5#4%Normal%2%8#4%Normal%5%8#4%Slide%5%0#8%Slide%4%0#4%Slide%2%0#4%_None%2%0#8%Normal%4%4,,
F_General,True,60,False|1|Null(|0%Hold%5%2#2%Hold%-5%2#2%_None%4%4#0%Slide%0%4#8%Slide%-2%4#8%Slide%3%4#8%Slide%-5%4#8%Slide%6%4,,
F_Line,True,67,,,
F_Label,True,0,1番サビ,,
F_CameraMove,True,68,False|True|0%True%0&0.2&0%False%0&0&3%True%OutQuad%0%Relative#0%True%0&-0.2&0%False%0&0&3%True%OutQuad%0.2%Relative,,
F_Line,True,68,,,
F_LineDrop,True,68,False|270|False|1|3,,
F_General,True,68,False|1|Null(|0%Normal%0%0#0%Normal%4%0#4%Normal%3.5%0#4%Normal%-3%0#4%Normal%2.5%4#4%Hold%2%4#4%_None%0%4#8%Normal%-4%4#0%_None%0%4#8%Normal%-4%4#0%_None%0%4,,
F_General,True,76,False|1|Null(|0%Slide%1%0#8%Slide%3%0#8%Slide%-1%0#8%Slide%-3%0#8%Slide%5%0#8%Slide%2%0#8%Slide%-5%0#8%Slide%-2%0#8%Normal%4%0#4%Normal%-3%0#4%Normal%2%0#4%Normal%-1%0,,
F_General,True,84,False|1|Null(|0%_None%3%4#4%Normal%-2%0#4%Normal%4%0#4%Normal%-6%0#4%_None%6%0#0%Hold%-3%4#0%Hold%3%4#4%_None%3%4#8%Normal%-3%4#0%Normal%3%4#8%Normal%-3%4#0%Normal%3%4,,
F_General,True,91,False|1|Null(|0%Slide%-4%0#8%Slide%4%0#8%Slide%-4%0#4%Normal%5%0#0%Normal%0%0#4%Slide%0%0#4%Normal%-5%0#0%Normal%0%0,,
F_ContinuousNotes,True,96,False|17|Slide|16|4#-4|OutQuad|8,,
F_Label,True,0,2番,,
F_CameraMove,True,100,False|True|0%True%0&0.2&0%False%0&0&3%True%OutQuad%0.4%Relative#2%True%0&-0.2&0%False%0&0&3%True%OutQuad%0.4%Relative,,
F_Line,True,100,,,
F_Line,True,100,,,
F_LineDrop,True,100,False|270|False|1|3,,
F_General,True,100,False|1|Null(|0%_None%-4%0#4%Normal%-4%0#4%Normal%0%0#4%Normal%-4%0#8%Slide%-4%0#4%Normal%0%0#4%Normal%-4%0#8%Normal%0%0,,
F_General,True,108,False|1|Null(|0%_None%-4%0#8%Normal%-4%0#8%Slide%-4%0#8%Normal%0%0#8%Slide%0%0#8%Normal%-4%0#8%Slide%-4%0#8%Normal%0%0#4%Normal%-4%0#4%Normal%0%0,,
F_General,True,116,False|1|Null(|0%Hold%-5%0.5714286#8%Slide%6%0#8%Slide%4%0#8%Slide%2%0#8%Slide%0%0#8%Slide%2%0#8%Slide%4%0#8%Slide%6%4#4%Slide%4%4#4%Slide%2%8#8%Slide%0%8#4%Normal%4%8,,
F_General,True,124,False|1|Null(|0%Normal%5%4#8%_None%0%4#4%Normal%-2%4#8%Normal%2%4#4%Normal%0%4#0%_None%4%4#4%Slide%6%4#8%Slide%3%4#8%Slide%0%4#8%Slide%-3%4#8%Slide%-6%4#4%Normal%0%4,,
F_Line,True,131,,,
F_Label,True,0,2番サビ,,
F_CameraMove,True,132,False|True|0%False%0&0.2&0%True%0&0&-1%True%OutQuad%0%Relative#0%False%0&-0.2&0%True%0&0&1%True%OutQuad%0.3%Relative,,
F_Line,True,132,,,
F_LineDrop,True,132,False|270|False|1|3,,
F_General,True,132,False|1|Null(|0%Hold%-6%0.5#4%Normal%6%4#4%Normal%4%4#4%Normal%2%4#4%Hold%0%4#4%_None%2%4#8%Slide%3%4#8%Slide%3%4,,
F_General,True,140,False|1|Null(|0%Slide%-2%0#8%Slide%4%0#8%Slide%-4%0#8%Slide%-5%0#8%Slide%0%0#8%Slide%3%0#8%Slide%-6%0#8%Slide%-3%0#0%_None%0%0#8%Normal%2%0#8%Normal%-2%0#8%Normal%2%0#8%Normal%-2%0#8%Normal%2%0#4%Slide%0%0,,
F_General,True,148,False|1|Null(|0%Hold%-6%0.5#4%Normal%6%4#4%Normal%4%4#4%Normal%2%4#4%Hold%0%4#4%_None%2%4#8%Normal%3%4#8%Normal%3%4,,
F_General,True,155,False|1|Null(|0%Slide%0%0#8%Slide%-2%0#8%Slide%-4%0#4%Normal%-4%0#0%Normal%0%0#4%Slide%0%0#4%Normal%0%0#0%Normal%4%0,,
F_CameraMove,True,148,False|True|0%False%0&0.2&0%True%0&0&1%True%OutQuad%0%Relative#0%False%0&-0.2&0%True%0&0&-1%True%OutQuad%0.3%Relative,,
F_ContinuousNotes,True,160,False|17|Slide|16|-5#5|OutQuad|8,,
F_Label,True,0,アウトロ,,
F_CameraMove,True,164,False|True|0%False%0&0.2&0%True%0&0&-5%True%OutQuad%1%Absolute,,
F_Line,True,164,,,
F_LineDrop,True,164,False|270|False|1|3,,
F_Osmanthus_UpHold,True,164,False|0%5%4#2%2%4,,
F_General,True,164,False|1|Null(|0%_None%0%0#4%Normal%0%0#2%Normal%-3%0#4%Hold%-6%1.333333#4%_None%-6%1#8%Normal%5%1#8%Hold%5%2#2%_None%5%2#0%Normal%-5%2#4%Normal%5%2#4%Normal%-5%2#4%Normal%5%2#4%Normal%-2%2#4%Normal%-2%2#4%Normal%2%2#4%Normal%2%2,,
F_Osmanthus_UpHold,True,180,False|0%-5%4#2%-2%4,,
F_General,True,180,False|1|Null(|0%_None%0%0#4%Normal%0%0#2%Normal%3%0#4%Hold%6%2#4%_None%-6%1#8%Normal%-5%1#8%Hold%-5%2#4%_None%5%2#0%Slide%5%2#8%Slide%2%2#8%Slide%-1%2#4%Normal%-5%2#4%Normal%0%2#4%Normal%5%2#4%Slide%-4%2#1%Normal%6%2#4%Normal%-4%2#0%Normal%4%2#4%Normal%-3%2#0%Normal%3%2#4%Normal%-2.5%2#0%Normal%2.5%2#4%Slide%0%2,,
F_CameraMove,True,179,False|True|8%False%0&0.2&0%True%0&0&5%True%OutQuad%1%Absolute,,
F_Line,True,180,,,
F_Osmanthus_UpHold,True,192,False|0%2%4#4%-2%4#4%5%4#4%-5%4,,
F_CameraMove,True,196,False|True|0%False%0&0.2&0%True%0&0&0%True%OutQuad%1%Absolute,,
F_Line,True,200,,,
F_Line,True,204,,,
F_ItemBlink,True,204,"Normal, Slide, Flick, Hold|0|20|222|1#5|1#3|True",,
F_General,True,204,False|0.6|Null(|0%Slide%-4%0#3.8%Slide%-3%0#3.1%Slide%-1%0#2.7%Slide%3%0#1.9%Slide%6%0,,
F_General,True,214,False|1|Null(|0%Normal%0%0,,
F_Line,True,214,,,
F_Result,True,218,,,
