Name,F_H_AprilRabbit,
605,False,

F_Line,True,0,"ベース|1|4|LPB|0.01801802|False|OutQuad|(0.00, 0.00)|0%False%(0.00, 0.00)%(0.00, 0.00)%0%None%False%0%0%0%None%True%0%1%0.5%None%False%0%(0.00, 0.00)|False",,
F_LineDrop,True,0,12|2|False|270|False|1|3|False,,
F_CameraMove,True,0,"1|4|True|6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.30, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.00, 4.00, -10.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Absolute|False",,
F_AprilRabbit_TouchHold,True,0,False%0%-5%0%6#False%6%5%0%4#True%8%6%0%8#False%12%-5%0%8#False%8%3%0%8#False%8%-3%0%8#False%8%-5%0%8#False%8%0%0%8#False%8%6%0%8#False%4%0%0%8#False%4%-6%0%8#False%8%-2%0%8#False%8%2%0%8#False%8%6%0%8|False,,
F_Generic2D,True,8,1|False||True|0%Hold%0%0%0.5#1%_None%0%0%0.5#2%_None%1%0%0.5#8%Normal%6%0%0.5#8%Slide%4%0%0.5#8%Slide%2%0%0.5|False,,
F_AprilRabbit_TouchHold,True,16,False%0%2%0%2#False%6%-6%0%2#True%8%5%0%2#False%12%-2%0%2#False%8%6%0%2#False%8%2%0%2#False%8%-2%0%2#False%8%-6%0%2#False%8%0%0%2#False%4%4%0%2#False%4%-3%0%2#False%8%-5%0%2#False%8%2%0%2#False%8%5%0%2|False,,
F_CameraMove,True,16,"1|4|True|0%True%(-0.10, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.30, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.00, 4.00, -10.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Absolute|False",,
F_LineDrop,True,24,8|4|False|270|False|1|3|False,,
F_Generic2D,True,24,1|False||True|0%Normal%0%0%0#4%Normal%0%0%0#4%Normal%0%0%0#8%_None%0%0%0#16%Slide%-5%0%0#16%Normal%0%0%0#8%Normal%5%0%0#8%Normal%0%0%0#8%_None%0%0%0#16%Slide%5%0%0#16%Normal%0%0%0#8%Normal%-5%0%0#8%Normal%0%0%0#8%_None%0%0%0#16%Normal%5%0%0|False,,
F_LineDrop,True,32,5|0.6666667|False|270|False|1|3|False,,
F_Line,True,32,"|12|2|Seconds|1|False|InQuad|(0.00, 0.00)|0%True%(0.00, -7.00)%(0.00, 10.00)%-1%None%False%30%0%0%None%True%0.2%0%-1%None%False%0%(0.00, 0.00)#4%True%(0.00, -7.00)%(0.00, 10.00)%-1%None%False%-30%0%0%None%True%0.2%0%-1%None%False%0%(0.00, 0.00)|False",,
F_AprilRabbit_RandomLine,True,32,96|16|False,,
F_ContinuousNotes,True,32,"24|Slide|16|(6.00, -6.00)|13|OutQuad|0|False",,
F_Generic2D,True,36,1|False||True|8%Normal%6%0%0#8%Normal%4.5%0%0#8%Normal%3%0%0#8%Normal%-6%0%4|False,,
F_ContinuousNotes,True,38,"24|Slide|16|(-6.00, 6.00)|24|OutQuad|0|False",,
F_Generic2D,True,42,1|False||True|8%Normal%0%0%0#8%Normal%-4%0%0#8%Normal%-2%0%0#8%Hold%-6%0%4|False,,
F_ContinuousNotes,True,44,"24|Slide|16|(6.00, -6.00)|12|OutQuart|0|False",,
F_Generic2D,True,48,1|False||True|8%Normal%0%0%0#8%Normal%2.5%0%0#8%Normal%5%0%0#8%Hold%-4%0%4|False,,
F_ContinuousNotes,True,50,"12|Slide|16|(6.00, -3.40)|8|OutBack|0|False",,
F_ContinuousNotes,True,53,"12|Slide|16|(-6.00, 6.00)|12|OutQuad|0|False",,
F_Generic2D,True,54,1|False||True|8%Normal%-6%0%0#8%Normal%-2%0%0#8%Normal%2%0%0#8%Flick%6%0%4|False,,
F_Line,True,56,"|1|1.6|Seconds|2|False|OutQuart|(0.00, 4.00)|0%True%(0.00, 0.00)%(0.00, 7.00)%-1%None%True%0%360%-1%None%True%0%0.5%-1%None%False%0%(0.00, 0.00)#0%True%(0.00, 0.00)%(-12.00, 0.00)%-1%None%True%90%450%-1%None%True%0%0.5%-1%None%False%0%(0.00, 0.00)#0%True%(0.00, 0.00)%(0.00, -7.00)%-1%None%True%180%540%-1%None%True%0%0.5%-1%None%False%0%(0.00, 0.00)#0%True%(0.00, 0.00)%(12.00, 0.00)%-1%None%True%270%630%-1%None%True%0%0.5%-1%None%False%0%(0.00, 0.00)|False",,
F_Label,True,0,|,,
F_CameraMove,True,63,"16|2|True|0%True%(0.00, 0.20, 0.00)%False%(0.00, 0.00, 3.00)%True%0%OutQuad%Relative#0%True%(0.00, -0.20, 0.00)%False%(0.00, 0.00, 3.00)%True%0.2%OutQuad%Relative|False",,
F_LineDrop,True,61,32|4|False|270|False|1|3|False,,
F_Line,True,63,"|8|2|Seconds|0.5|False|OutBack|(0.00, 0.00)|0%False%(5.50, 0.00)%(0.00, 0.00)%-1%None%True%80%70%-1%None%True%0.7%0%-1%None%False%0%(0.00, 0.00)|False",,
F_Generic2D,True,61,1|False||True|0%Normal%-4%0%0#8%Normal%-2%0%0#8%Normal%-4%0%0#4%_None%-4%0%0#4%Normal%-2%0%0#8%Normal%0%0%0#16%Normal%-4%0%0#16%_None%-4%0%0#8%Normal%0%0%0#8%Normal%2%0%0#8%_None%-5%0%0#8%_None%3%0%0#4%Normal%3%0%0#8%Normal%0%0%0|False,,
F_Generic2D,True,63,1|False||True|0%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%6%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4|False,,
F_Generic2D,True,69,1|False||True|0%_None%-6%0%0#8%Normal%-4%0%0#8%Normal%-2%0%0#8%_None%-4%0%0#4%_None%-4%0%0#8%Normal%-2%0%0#4%_None%-4%0%0#4%Normal%-5%0%0#8%_None%3%0%0#8%_None%0%0%0#4%Slide%4.5%0%0#8%Slide%1.5%0%0#8%Slide%-1.5%0%0#8%Slide%-4.5%0%0|False,,
F_Line,True,79,"|8|2|Seconds|0.5|False|OutBack|(0.00, 0.00)|0%False%(5.50, 0.00)%(0.00, 0.00)%-1%None%True%80%70%-1%None%True%0.7%0%-1%None%False%0%(0.00, 0.00)|True",,
F_Generic2D,True,78,1|False||True|0%_None%6%0%4#4%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%6%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4#10.66667%_None%7%0%4#2.666667%Normal%5%0%4#32%Slide%6%0%4|True,,
F_Generic2D,True,78,1|False||True|0%Normal%-4%0%0#4%_None%-4%0%0#4%Normal%-2%0%0#8%Normal%0%0%0#16%Normal%-4%0%0#16%_None%-4%0%0#8%Normal%0%0%0#8%Normal%2%0%0#8%_None%-5%0%0#8%_None%3%0%0#4%Normal%3%0%0#8%Normal%0%0%0#8%_None%0%0%0#8%Normal%-5%0%0|True,,
F_Generic2D,True,86,1|False||True|0%Normal%0%0%0#8%_None%-4%0%0#4%_None%-4%0%0#8%Normal%-4.5%0%0#8%_None%-2%0%0#8%_None%-4%0%0#4%Normal%-5%0%0#8%_None%3%0%0#8%_None%0%0%0#4%_None%4.5%0%0#8%_None%1.5%0%0#8%_None%0%0%0#8%_None%-4%0%0|True,,
F_Label,True,0,|,,
F_Line,True,94,"|1|4|Seconds|11|False|OutQuad|(0.00, 4.00)|0%False%(0.00, 0.00)%(0.00, 0.00)%-1%None%False%90%0%-1%None%True%0%0.2%1%None%False%0%(0.00, 0.00)#0%False%(0.00, 13.00)%(0.00, 0.00)%-1%None%False%-45%0%-1%None%True%0%0.7%1%None%False%0%(0.00, 0.00)#0%False%(0.00, 13.00)%(0.00, 0.00)%-1%None%False%45%0%-1%None%True%0%0.7%1%None%False%0%(0.00, 0.00)|False",,
F_AprilRabbit_5Lane,True,94,False,,
F_CameraMove,True,127,"8|1|False|0%False%(0.00, 0.20, 0.00)%True%(0.00, 0.00, -3.00)%True%0%OutQuad%Relative#0%False%(0.00, -0.20, 0.00)%True%(0.00, 0.00, 3.00)%True%0.2%OutBack%Relative#2%False%(0.00, -0.20, 0.00)%True%(0.00, 0.00, 3.00)%True%0%OutQuad%Relative#2%False%(0.00, -0.20, 0.00)%True%(0.00, 0.00, -3.00)%True%0.2%OutBack%Relative|False",,
F_Generic2D,True,122,1|False||True|0%Hold%0%0%1.333333|False,,
F_Line,True,125,"|1|4|LPB|0.125|False|Linear|(0.00, 4.00)|0%True%(0.00, 12.00)%(0.00, -10.00)%-1%None%True%0%1000%-1%None%True%0.3%0%-1%None%False%0%(0.00, 0.00)|False",,
F_Line,True,125,"|1|4|LPB|0.13|True|Linear|(12.00, 0.00)|0%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-10%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-20%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-30%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-40%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-50%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-60%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-70%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%True%-80%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)#16%True%(0.00, 0.00)%(0.00, -2.00)%-1%InExpo%False%0%0%-1%InExpo%True%0%0.15%-1%None%False%0%(0.00, 0.00)|False",,
F_Generic2D,True,125,3|False||True|2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0#2%Slide%6%0.8%0#2%Slide%-6%0.8%0|False,,
F_Generic2D,True,125,0.8|False||True|0%Slide%4%0%0#16%Slide%5.5%0%0#16%Slide%4%0%0#16%Slide%2.5%0%0#16%Slide%1%0%0#4%Normal%-6%0%0#8%Slide%0%0%0#16%Slide%0%0%0#16%Slide%0%0%0#4%Normal%6%0%0#8%Slide%0%0%0#16%Slide%0%0%0#16%Slide%0%0%0#8%Slide%0%0%0#8%Normal%-6%0%0#8%Slide%0%0%0#8%_None%0%0%0#8%Slide%0%0%0#8%Normal%6%0%0#8%Slide%0%0%0#8%Slide%0%0%0#4%Normal%-6%0%0#4%Slide%0%0%0#8%Slide%0%0%0#8%Normal%6%0%0#8%Slide%0%0%0#8%Slide%0%0%0#6%Slide%0%0%0#12%Normal%-6%0%0#8%Slide%0%0%0#8%_None%0%0%0#8%Slide%0%0%0#8%Normal%6%0%0#8%Slide%0%0%0|False,,
F_Generic2D,True,142,0.8|False||True|0%Slide%0%0%0#4%Normal%-6%0%0#8%Slide%0%0%0#16%Slide%0%0%0#16%Slide%0%0%0#4%Normal%6%0%0#8%Slide%0%0%0#16%Slide%0%0%0#16%Slide%0%0%0#8%Slide%0%0%0#24%Slide%0%0%0#24%Slide%0%0%0#24%Normal%-6%0%0#8%Slide%0%0%0#8%_None%0%0%0#8%Slide%0%0%0#16%Slide%0%0%0#16%Normal%6%0%0#8%Slide%0%0%0#8%Slide%0%0%0#4%Normal%-6%0%0#8%Slide%0%0%0#8%Slide%0%0%0#8%Slide%0%0%0#16%Slide%0%0%0#16%Normal%6%0%0#8%Slide%0%0%0#8%Slide%0%0%0#8%_None%6%0%0#16%Slide%0%0%0#16%Normal%-6%0%0#8%Slide%0%0%0#8%_None%0%0%0#0%Normal%-6%0%0#16%Normal%6%0%0#16%Normal%-5%0%0#16%Normal%5%0%0#16%Normal%-3.5%0%0#16%Normal%3%0%0#16%Normal%-1.5%0%0#16%Normal%0.5%0%0|False,,
F_Label,True,0,サビ|,,
F_LineDrop,True,158,32|4|False|270|False|1|3|False,,
F_Line,True,158,"|16|2|Seconds|1|False|InOutQuad|(0.00, 0.00)|0%True%(0.00, 20.00)%(0.00, -3.00)%-1%None%True%-40%0%-1%None%True%0.6%0%-1%None%False%0%(0.00, 0.00)#4%True%(0.00, 20.00)%(0.00, -3.00)%-1%None%True%40%0%-1%None%True%0.6%0%-1%None%False%0%(0.00, 0.00)|False",,
F_CameraMove,True,158,"1|4|True|1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, 5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, 5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, -5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, -5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, -5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, -5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, 5.00)%True%1%OutQuad%Relative#1%False%(0.00, 0.00, 0.00)%True%(0.00, 0.00, 5.00)%True%1%OutQuad%Relative|False",,
F_Generic2D,True,158,1|False||True|0%Hold%-5%0%4#8%Normal%4%0%4#8%Flick%-5%0%4#8%_None%-3%0%4#0%Normal%1%0%4#16%Normal%-1%0%4#16%Hold%5%0%4#8%Normal%-4%0%4#8%Flick%5%0%4#8%_None%5%0%4#0%Normal%-6%0%4#16%Normal%-3%0%4#16%Normal%0%0%4#8%Normal%3%0%4#0%Normal%6%0%4#8%Normal%-1%0%4#0%Normal%2%0%4#8%Normal%-5%0%4#0%Normal%-2%0%4|False,,
F_AprilRabbit_EffectNoteDrop,True,163,Slide|False,,
F_ContinuousNotes,True,163,"8|Slide|16|(0.00, 5.00)|2|OutSine|5.333333|False",,
F_Generic2D,True,166,1|False||True|0%Flick%4%0%0#16%Slide%5.5%0%8#16%Slide%6.5%0%8#16%Slide%6.5%0%8#16%Slide%6.5%0%8#0%Flick%-4%0%0#16%Slide%-5.5%0%8#16%Slide%-6.5%0%8#16%Slide%-6.5%0%8#16%Slide%-6.5%0%8#0%Hold%4.5%0%8#8%Hold%1.5%0%8#8%Hold%-1.5%0%8#8%Hold%-4.5%0%8|False,,
F_Generic2D,True,170,1|False||True|0%Normal%4%0%0#6%Normal%0%0%0#8%_None%4%0%0#12%Normal%-4%0%0#8%_None%4%0%0#8%Normal%4%0%0#8%Normal%-4%0%0#8%Normal%4%0%0|False,,
