Name,F_H_AprilRabbit,
605,False,

F_CameraMove,False,0,"16|2|0|0%True%(0.00, 0.30, 0.00)%False%(0.00, 0.00, 3.00)%True%0%OutQuad%Relative#0%True%(0.00, -0.30, 0.00)%False%(0.00, 0.00, 3.00)%True%0.2%OutQuad%Relative",,False,
F_Line,True,0,"ベース|1|4|Seconds|83.3|False|OutQuad|(0.00, 0.00)|0%False%(0.00, 0.00)%(0.00, 0.00)%0%None%False%0%0%0%None%True%0%1%0.5%None%False%0%(0.00, 0.00)",,False,
F_LineDrop,True,0,32|4|False|270|False|1|3,,False,
F_CameraMove,True,0,"1|4|0|6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.30, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.00, 4.00, -10.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Absolute",,False,
F_AprilRabbit_TouchHold,True,0,False%-5%6%0%6#False%5%8%0%4#True%6%12%0%8#False%-5%8%0%8#False%3%8%0%8#False%-3%8%0%8#False%-5%8%0%8#False%0%8%0%8#False%6%4%0%8#False%0%4%0%8#False%-6%8%0%8#False%-2%8%0%8#False%2%8%0%8#False%6%8%0%8,,False,
F_Generic2D,True,8,1|False||True|Hold%-0.5%1%0%0.5#_None%0%2%0%0.5#_None%1%8%0%0.5#Normal%6%8%0%0.5#Slide%4%8%0%0.5#Slide%2%8%0%0.5,,False,
F_AprilRabbit_TouchHold,True,16,False%2%6%0%2#False%-6%8%0%2#True%5%12%0%2#False%-2%8%0%2#False%6%8%0%2#False%2%8%0%2#False%-2%8%0%2#False%-6%8%0%2#False%0%4%0%2#False%4%4%0%2#False%-3%8%0%2#False%-5%8%0%2#False%2%8%0%2#False%5%8%0%2,,False,
F_CameraMove,True,16,"1|4|0|0%True%(-0.10, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#6%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.30, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#4%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(-0.20, 0.00, 0.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Relative#8%True%(0.00, 4.00, -10.00)%False%(0.00, 0.00, 0.00)%True%0%OutQuad%Absolute",,False,
F_Generic2D,True,24,1|False||True|Normal%0%4%0%0#Normal%0%4%0%0#Normal%0%8%0%0#_None%0%16%0%0#Slide%-5%16%0%0#Normal%0%8%0%0#Normal%5%8%0%0#Normal%0%8%0%0#_None%0%16%0%0#Slide%5%16%0%0#Normal%0%8%0%0#Normal%-5%8%0%0#Normal%0%8%0%0#_None%0%16%0%0#Normal%5%4%0%0,,False,
F_LineDrop,True,32,5|0.6666667|False|270|False|1|3,,False,
F_Line,True,32,"|12|2|Seconds|1|False|InQuad|(0.00, 0.00)|0%True%(0.00, -7.00)%(0.00, 10.00)%-1%None%False%30%0%0%None%True%0.2%0%-1%None%False%0%(0.00, 0.00)#4%True%(0.00, -7.00)%(0.00, 10.00)%-1%None%False%-30%0%0%None%True%0.2%0%-1%None%False%0%(0.00, 0.00)",,False,
F_ContinuousNotes,True,32,"24|Slide|16|(6.00, -6.00)|13|OutQuad|0",,False,
F_Generic2D,True,36,1|False||True|_None%0%8%0%0#Normal%6%8%0%0#Normal%4.5%8%0%0#Normal%3%8%0%0#Normal%-6%8%0%4,,False,
F_ContinuousNotes,True,38,"24|Slide|16|(-6.00, 6.00)|24|OutQuad|0",,False,
F_Generic2D,True,42,1|False||True|_None%0%8%0%0#Normal%0%8%0%0#Normal%-4%8%0%0#Normal%-2%8%0%0#Hold%-6%8%0%4,,False,
F_ContinuousNotes,True,44,"24|Slide|16|(6.00, -6.00)|12|OutQuart|0",,False,
F_Generic2D,True,48,1|False||True|_None%0%8%0%0#Normal%0%8%0%0#Normal%2.5%8%0%0#Normal%5%8%0%0#Hold%-4%8%0%4,,False,
F_ContinuousNotes,True,50,"12|Slide|16|(6.00, -3.40)|8|OutBack|0",,False,
F_ContinuousNotes,True,53,"12|Slide|16|(-6.00, 6.00)|12|OutQuad|0",,False,
F_Generic2D,True,54,1|False||True|_None%0%8%0%0#Normal%-6%8%0%0#Normal%-2%8%0%0#Normal%2%8%0%0#Flick%6%8%0%4,,False,
